group,value,jitter
circulans,5.7631,-0.4941
circulans,4.8713,-0.0853
circulans,3.8406,-0.0455
circulans,5.7585,-0.1621
circulans,3.9404,-0.4052
circulans,4.533,-0.2572
circulans,5.3242,-0.4105
circulans,3.4023,0.4596
circulans,5.1363,-0.4982
circulans,5.4942,0.4759
circulans,1.1932,0.2657
circulans,4.635,0.0265
circulans,5.556,-0.2728
circulans,2.9342,0.029
circulans,5.1003,0.1372
circulans,2.5274,0.1319
circulans,1.9505,-0.4323
circulans,9.0481,-0.2296
circulans,0.7162,-0.0752
circulans,6.8358,-0.3673
circulans,3.6479,0.3665
circulans,4.3979,-0.201
circulans,1.0295,0.45
circulans,5.996,-0.1847
circulans,2.8984,-0.0369
circulans,1.993,-0.4167
circulans,7.007,-0.1684
circulans,6.9062,-0.139
circulans,4.8767,0.321
circulans,1.1146,0.4613
circulans,3.162,-0.1219
circulans,4.7955,-0.396
circulans,1.5098,0.1585
circulans,3.065,0.2193
circulans,3.5004,0.0438
circulans,2.7443,-0.2239
circulans,0.825,0.2196
circulans,3.6022,0.2675
circulans,3.8437,-0.1334
circulans,5.6699,0.3221
circulans,2.9559,0.2101
circulans,9.051,-0.4831
circulans,5.1425,-0.0101
circulans,4.1377,-0.3728
circulans,5.0977,-0.1951
circulans,5.9768,-0.1546
circulans,1.5121,-0.1592
circulans,3.2833,-0.1765
circulans,6.155,0.0286
circulans,2.748,0.2351
circulans,4.2746,0.1386
circulans,5.3052,-0.1392
circulans,3.6176,0.2265
circulans,2.5401,0.0072
circulans,4.7363,-0.3051
circulans,4.7003,-0.4519
circulans,5.5966,-0.1387
circulans,2.02,-0.3281
circulans,6.2826,0.1484
circulans,3.1735,0.4345
circulans,4.572,-0.1478
circulans,2.7877,-0.4018
circulans,2.666,-0.163
circulans,4.2334,0.0639
circulans,5.1852,0.3078
circulans,3.0231,0.2664
circulans,5.4055,-0.3453
circulans,5.7672,0.3079
circulans,3.7425,0.3298
circulans,3.0445,-0.1192
circulans,4.9404,0.3111
circulans,4.0827,0.3083
circulans,9.0934,0.0164
circulans,7.2409,-0.0195
circulans,4.3069,-0.2417
circulans,0.8411,0.4791
