marker,group,x,density
CD57,c4,6.3425,0.02337
CD57,c4,6.379,0.02139
CD57,c4,6.4155,0.01955
CD57,c4,6.4521,0.01784
CD57,c4,6.4886,0.01625
CD57,c4,6.5251,0.01477
CD57,c4,6.5616,0.01341
CD57,c4,6.5982,0.01216
CD57,c4,6.6347,0.011
CD57,c4,6.6712,0.00994
CD57,c4,6.7078,0.00896
CD57,c4,6.7443,0.00807
CD57,c4,6.7808,0.00725
CD57,c4,6.8174,0.00651
CD57,c4,6.8539,0.00583
CD57,c4,6.8904,0.00522
CD57,c4,6.9269,0.00466
CD57,c4,6.9635,0.00415
CD57,c4,7.0,0.0037
CD57,c5,-1.0,0.0
CD57,c5,-0.9635,0.0
CD57,c5,-0.9269,0.0
CD57,c5,-0.8904,0.0
CD57,c5,-0.8539,0.0
CD57,c5,-0.8174,0.0
CD57,c5,-0.7808,0.0
CD57,c5,-0.7443,0.0
CD57,c5,-0.7078,0.0
CD57,c5,-0.6712,0.0
CD57,c5,-0.6347,0.0
CD57,c5,-0.5982,0.0
CD57,c5,-0.5616,0.0
CD57,c5,-0.5251,0.0
CD57,c5,-0.4886,0.0
CD57,c5,-0.4521,0.0
CD57,c5,-0.4155,0.0
CD57,c5,-0.379,0.0
CD57,c5,-0.3425,0.0
CD57,c5,-0.3059,0.0
CD57,c5,-0.2694,1e-05
CD57,c5,-0.2329,1e-05
CD57,c5,-0.1963,1e-05
CD57,c5,-0.1598,1e-05
CD57,c5,-0.1233,2e-05
CD57,c5,-0.0868,2e-05
CD57,c5,-0.0502,3e-05
CD57,c5,-0.0137,3e-05
CD57,c5,0.0228,4e-05
CD57,c5,0.0594,6e-05
CD57,c5,0.0959,7e-05
CD57,c5,0.1324,9e-05
CD57,c5,0.1689,0.00011
CD57,c5,0.2055,0.00014
CD57,c5,0.242,0.00017
CD57,c5,0.2785,0.00022
CD57,c5,0.3151,0.00027
CD57,c5,0.3516,0.00033
CD57,c5,0.3881,0.00041
CD57,c5,0.4247,0.0005
CD57,c5,0.4612,0.00062
CD57,c5,0.4977,0.00075
CD57,c5,0.5342,0.00092
CD57,c5,0.5708,0.00112
CD57,c5,0.6073,0.00135
CD57,c5,0.6438,0.00163
CD57,c5,0.6804,0.00196
CD57,c5,0.7169,0.00235
CD57,c5,0.7534,0.00281
CD57,c5,0.79,0.00335
CD57,c5,0.8265,0.00398
CD57,c5,0.863,0.00472
CD57,c5,0.8995,0.00557
CD57,c5,0.9361,0.00656
CD57,c5,0.9726,0.00769
CD57,c5,1.0091,0.00899
CD57,c5,1.0457,0.01048
CD57,c5,1.0822,0.01218
CD57,c5,1.1187,0.01411
CD57,c5,1.1553,0.01629
CD57,c5,1.1918,0.01876
CD57,c5,1.2283,0.02152
CD57,c5,1.2648,0.02462
CD57,c5,1.3014,0.02808
CD57,c5,1.3379,0.03192
CD57,c5,1.3744,0.03617
CD57,c5,1.411,0.04086
CD57,c5,1.4475,0.04601
CD57,c5,1.484,0.05166
CD57,c5,1.5205,0.05781
CD57,c5,1.5571,0.0645
CD57,c5,1.5936,0.07174
CD57,c5,1.6301,0.07955
CD57,c5,1.6667,0.08793
CD57,c5,1.7032,0.0969
CD57,c5,1.7397,0.10646
CD57,c5,1.7763,0.11661
CD57,c5,1.8128,0.12734
CD57,c5,1.8493,0.13864
CD57,c5,1.8858,0.15048
CD57,c5,1.9224,0.16286
CD57,c5,1.9589,0.17574
CD57,c5,1.9954,0.18908
CD57,c5,2.032,0.20285
CD57,c5,2.0685,0.21701
CD57,c5,2.105,0.2315
CD57,c5,2.1416,0.24627
CD57,c5,2.1781,0.26128
CD57,c5,2.2146,0.27646
CD57,c5,2.2511,0.29177
CD57,c5,2.2877,0.30714
CD57,c5,2.3242,0.32253
CD57,c5,2.3607,0.33789
CD57,c5,2.3973,0.35316
CD57,c5,2.4338,0.36832
CD57,c5,2.4703,0.38332
CD57,c5,2.5068,0.39815
CD57,c5,2.5434,0.41279
CD57,c5,2.5799,0.42723
CD57,c5,2.6164,0.44147
CD57,c5,2.653,0.45553
CD57,c5,2.6895,0.46945
CD57,c5,2.726,0.48324
CD57,c5,2.7626,0.49696
CD57,c5,2.7991,0.51066
CD57,c5,2.8356,0.5244
CD57,c5,2.8721,0.53826
CD57,c5,2.9087,0.55231
CD57,c5,2.9452,0.56662
CD57,c5,2.9817,0.58127
CD57,c5,3.0183,0.59634
CD57,c5,3.0548,0.6119
CD57,c5,3.0913,0.62801
CD57,c5,3.1279,0.64473
CD57,c5,3.1644,0.66209
CD57,c5,3.2009,0.68014
CD57,c5,3.2374,0.69888
CD57,c5,3.274,0.7183
CD57,c5,3.3105,0.73837
CD57,c5,3.347,0.75904
CD57,c5,3.3836,0.78024
CD57,c5,3.4201,0.80187
CD57,c5,3.4566,0.82381
CD57,c5,3.4932,0.84592
CD57,c5,3.5297,0.86804
CD57,c5,3.5662,0.88998
CD57,c5,3.6027,0.91155
CD57,c5,3.6393,0.93253
CD57,c5,3.6758,0.95269
CD57,c5,3.7123,0.97181
CD57,c5,3.7489,0.98964
CD57,c5,3.7854,1.00597
CD57,c5,3.8219,1.02054
CD57,c5,3.8584,1.03315
CD57,c5,3.895,1.04358
CD57,c5,3.9315,1.05166
CD57,c5,3.968,1.05719
CD57,c5,4.0046,1.06006
CD57,c5,4.0411,1.06012
CD57,c5,4.0776,1.05731
CD57,c5,4.1142,1.05155
CD57,c5,4.1507,1.04284
CD57,c5,4.1872,1.03118
CD57,c5,4.2237,1.01661
CD57,c5,4.2603,0.99921
CD57,c5,4.2968,0.97909
CD57,c5,4.3333,0.95639
CD57,c5,4.3699,0.93127
CD57,c5,4.4064,0.90392
CD57,c5,4.4429,0.87456
CD57,c5,4.4795,0.84341
CD57,c5,4.516,0.81072
CD57,c5,4.5525,0.77673
CD57,c5,4.589,0.74171
CD57,c5,4.6256,0.70592
CD57,c5,4.6621,0.66961
CD57,c5,4.6986,0.63304
CD57,c5,4.7352,0.59646
CD57,c5,4.7717,0.5601
CD57,c5,4.8082,0.52417
CD57,c5,4.8447,0.48889
CD57,c5,4.8813,0.45443
CD57,c5,4.9178,0.42096
CD57,c5,4.9543,0.38862
CD57,c5,4.9909,0.35755
CD57,c5,5.0274,0.32783
CD57,c5,5.0639,0.29955
CD57,c5,5.1005,0.27277
CD57,c5,5.137,0.24754
CD57,c5,5.1735,0.22386
CD57,c5,5.21,0.20175
CD57,c5,5.2466,0.1812
CD57,c5,5.2831,0.16219
CD57,c5,5.3196,0.14467
CD57,c5,5.3562,0.12859
CD57,c5,5.3927,0.11391
CD57,c5,5.4292,0.10055
CD57,c5,5.4658,0.08846
CD57,c5,5.5023,0.07755
CD57,c5,5.5388,0.06775
CD57,c5,5.5753,0.05899
CD57,c5,5.6119,0.05118
CD57,c5,5.6484,0.04425
CD57,c5,5.6849,0.03812
CD57,c5,5.7215,0.03274
CD57,c5,5.758,0.02801
CD57,c5,5.7945,0.02389
CD57,c5,5.8311,0.0203
CD57,c5,5.8676,0.01719
CD57,c5,5.9041,0.0145
CD57,c5,5.9406,0.0122
CD57,c5,5.9772,0.01022
CD57,c5,6.0137,0.00854
CD57,c5,6.0502,0.0071
CD57,c5,6.0868,0.00589
CD57,c5,6.1233,0.00487
CD57,c5,6.1598,0.00401
CD57,c5,6.1963,0.00329
CD57,c5,6.2329,0.00269
CD57,c5,6.2694,0.0022
CD57,c5,6.3059,0.00178
CD57,c5,6.3425,0.00144
CD57,c5,6.379,0.00116
CD57,c5,6.4155,0.00094
CD57,c5,6.4521,0.00075
CD57,c5,6.4886,0.0006
CD57,c5,6.5251,0.00048
CD57,c5,6.5616,0.00038
CD57,c5,6.5982,0.0003
CD57,c5,6.6347,0.00023
CD57,c5,6.6712,0.00018
CD57,c5,6.7078,0.00014
CD57,c5,6.7443,0.00011
CD57,c5,6.7808,9e-05
CD57,c5,6.8174,7e-05
CD57,c5,6.8539,5e-05
CD57,c5,6.8904,4e-05
CD57,c5,6.9269,3e-05
CD57,c5,6.9635,2e-05
CD57,c5,7.0,2e-05
CD57,c6,-1.0,0.0
CD57,c6,-0.9635,0.0
CD57,c6,-0.9269,0.0
CD57,c6,-0.8904,0.0
CD57,c6,-0.8539,0.0
CD57,c6,-0.8174,0.0
CD57,c6,-0.7808,0.0
CD57,c6,-0.7443,0.0
CD57,c6,-0.7078,0.0
CD57,c6,-0.6712,0.0
CD57,c6,-0.6347,0.0
CD57,c6,-0.5982,0.0
CD57,c6,-0.5616,0.0
CD57,c6,-0.5251,0.0
CD57,c6,-0.4886,0.0
CD57,c6,-0.4521,0.0
CD57,c6,-0.4155,0.0
CD57,c6,-0.379,0.0
CD57,c6,-0.3425,0.0
CD57,c6,-0.3059,0.0
CD57,c6,-0.2694,0.0
CD57,c6,-0.2329,0.0
CD57,c6,-0.1963,0.0
CD57,c6,-0.1598,0.0
CD57,c6,-0.1233,0.0
CD57,c6,-0.0868,0.0
CD57,c6,-0.0502,0.0
CD57,c6,-0.0137,0.0
CD57,c6,0.0228,0.0
CD57,c6,0.0594,0.0
CD57,c6,0.0959,0.0
CD57,c6,0.1324,0.0
CD57,c6,0.1689,0.0
CD57,c6,0.2055,0.0
CD57,c6,0.242,0.0
CD57,c6,0.2785,0.0
CD57,c6,0.3151,0.0
CD57,c6,0.3516,0.0
CD57,c6,0.3881,0.0
CD57,c6,0.4247,0.0
CD57,c6,0.4612,0.0
CD57,c6,0.4977,1e-05
CD57,c6,0.5342,1e-05
CD57,c6,0.5708,1e-05
CD57,c6,0.6073,2e-05
CD57,c6,0.6438,3e-05
CD57,c6,0.6804,5e-05
CD57,c6,0.7169,7e-05
CD57,c6,0.7534,0.0001
CD57,c6,0.79,0.00015
CD57,c6,0.8265,0.00021
CD57,c6,0.863,0.00031
CD57,c6,0.8995,0.00044
CD57,c6,0.9361,0.00063
CD57,c6,0.9726,0.00088
CD57,c6,1.0091,0.00123
CD57,c6,1.0457,0.0017
CD57,c6,1.0822,0.00233
CD57,c6,1.1187,0.00318
CD57,c6,1.1553,0.00431
CD57,c6,1.1918,0.00579
CD57,c6,1.2283,0.00773
CD57,c6,1.2648,0.01023
CD57,c6,1.3014,0.01343
CD57,c6,1.3379,0.01751
CD57,c6,1.3744,0.02265
CD57,c6,1.411,0.02909
CD57,c6,1.4475,0.03707
CD57,c6,1.484,0.04688
CD57,c6,1.5205,0.05885
CD57,c6,1.5571,0.07331
CD57,c6,1.5936,0.09064
CD57,c6,1.6301,0.11123
CD57,c6,1.6667,0.13545
CD57,c6,1.7032,0.16371
CD57,c6,1.7397,0.19638
CD57,c6,1.7763,0.23379
CD57,c6,1.8128,0.27623
CD57,c6,1.8493,0.32391
CD57,c6,1.8858,0.37696
CD57,c6,1.9224,0.43539
CD57,c6,1.9589,0.49909
CD57,c6,1.9954,0.56779
CD57,c6,2.032,0.64109
CD57,c6,2.0685,0.7184
CD57,c6,2.105,0.79896
CD57,c6,2.1416,0.88185
CD57,c6,2.1781,0.96602
CD57,c6,2.2146,1.05024
CD57,c6,2.2511,1.1332
CD57,c6,2.2877,1.21349
CD57,c6,2.3242,1.28969
CD57,c6,2.3607,1.36033
CD57,c6,2.3973,1.42404
CD57,c6,2.4338,1.47949
CD57,c6,2.4703,1.52552
CD57,c6,2.5068,1.56113
CD57,c6,2.5434,1.58553
CD57,c6,2.5799,1.59817
CD57,c6,2.6164,1.59877
CD57,c6,2.653,1.58733
CD57,c6,2.6895,1.56408
CD57,c6,2.726,1.52957
CD57,c6,2.7626,1.48454
CD57,c6,2.7991,1.42998
CD57,c6,2.8356,1.36704
CD57,c6,2.8721,1.29702
CD57,c6,2.9087,1.22132
CD57,c6,2.9452,1.14137
CD57,c6,2.9817,1.05861
CD57,c6,3.0183,0.97446
CD57,c6,3.0548,0.89023
CD57,c6,3.0913,0.80716
CD57,c6,3.1279,0.72632
CD57,c6,3.1644,0.64865
CD57,c6,3.2009,0.57493
CD57,c6,3.2374,0.50574
CD57,c6,3.274,0.44152
CD57,c6,3.3105,0.38256
CD57,c6,3.347,0.32897
CD57,c6,3.3836,0.28076
CD57,c6,3.4201,0.2378
CD57,c6,3.4566,0.1999
CD57,c6,3.4932,0.16678
CD57,c6,3.5297,0.13809
CD57,c6,3.5662,0.11348
CD57,c6,3.6027,0.09255
CD57,c6,3.6393,0.07491
CD57,c6,3.6758,0.06018
CD57,c6,3.7123,0.04798
CD57,c6,3.7489,0.03796
CD57,c6,3.7854,0.02981
CD57,c6,3.8219,0.02324
CD57,c6,3.8584,0.01797
CD57,c6,3.895,0.0138
CD57,c6,3.9315,0.01051
CD57,c6,3.968,0.00795
CD57,c6,4.0046,0.00596
CD57,c6,4.0411,0.00444
CD57,c6,4.0776,0.00328
CD57,c6,4.1142,0.00241
CD57,c6,4.1507,0.00175
CD57,c6,4.1872,0.00127
CD57,c6,4.2237,0.00091
CD57,c6,4.2603,0.00065
CD57,c6,4.2968,0.00046
CD57,c6,4.3333,0.00032
CD57,c6,4.3699,0.00022
CD57,c6,4.4064,0.00015
CD57,c6,4.4429,0.00011
CD57,c6,4.4795,7e-05
CD57,c6,4.516,5e-05
CD57,c6,4.5525,3e-05
CD57,c6,4.589,2e-05
CD57,c6,4.6256,1e-05
CD57,c6,4.6621,1e-05
CD57,c6,4.6986,1e-05
CD57,c6,4.7352,0.0
CD57,c6,4.7717,0.0
CD57,c6,4.8082,0.0
CD57,c6,4.8447,0.0
CD57,c6,4.8813,0.0
CD57,c6,4.9178,0.0
CD57,c6,4.9543,0.0
CD57,c6,4.9909,0.0
CD57,c6,5.0274,0.0
CD57,c6,5.0639,0.0
CD57,c6,5.1005,0.0
CD57,c6,5.137,0.0
CD57,c6,5.1735,0.0
CD57,c6,5.21,0.0
CD57,c6,5.2466,0.0
CD57,c6,5.2831,0.0
CD57,c6,5.3196,0.0
CD57,c6,5.3562,0.0
CD57,c6,5.3927,0.0
CD57,c6,5.4292,0.0
CD57,c6,5.4658,0.0
CD57,c6,5.5023,0.0
CD57,c6,5.5388,0.0
CD57,c6,5.5753,0.0
CD57,c6,5.6119,0.0
CD57,c6,5.6484,0.0
CD57,c6,5.6849,0.0
CD57,c6,5.7215,0.0
CD57,c6,5.758,0.0
CD57,c6,5.7945,0.0
CD57,c6,5.8311,0.0
CD57,c6,5.8676,0.0
CD57,c6,5.9041,0.0
CD57,c6,5.9406,0.0
CD57,c6,5.9772,0.0
CD57,c6,6.0137,0.0
CD57,c6,6.0502,0.0
CD57,c6,6.0868,0.0
CD57,c6,6.1233,0.0
CD57,c6,6.1598,0.0
CD57,c6,6.1963,0.0
CD57,c6,6.2329,0.0
CD57,c6,6.2694,0.0
CD57,c6,6.3059,0.0
CD57,c6,6.3425,0.0
CD57,c6,6.379,0.0
CD57,c6,6.4155,0.0
CD57,c6,6.4521,0.0
CD57,c6,6.4886,0.0
CD57,c6,6.5251,0.0
CD57,c6,6.5616,0.0
CD57,c6,6.5982,0.0
CD57,c6,6.6347,0.0
CD57,c6,6.6712,0.0
CD57,c6,6.7078,0.0
CD57,c6,6.7443,0.0
CD57,c6,6.7808,0.0
CD57,c6,6.8174,0.0
CD57,c6,6.8539,0.0
CD57,c6,6.8904,0.0
CD57,c6,6.9269,0.0
CD57,c6,6.9635,0.0
CD57,c6,7.0,0.0
CD57,c7,-1.0,0.0
CD57,c7,-0.9635,0.0
CD57,c7,-0.9269,0.0
CD57,c7,-0.8904,0.0
CD57,c7,-0.8539,0.0
CD57,c7,-0.8174,0.0
CD57,c7,-0.7808,0.0
CD57,c7,-0.7443,0.0
CD57,c7,-0.7078,0.0
CD57,c7,-0.6712,0.0
CD57,c7,-0.6347,0.0
CD57,c7,-0.5982,0.0
CD57,c7,-0.5616,0.0
CD57,c7,-0.5251,0.0
CD57,c7,-0.4886,0.0
CD57,c7,-0.4521,0.0
CD57,c7,-0.4155,0.0
CD57,c7,-0.379,0.0
CD57,c7,-0.3425,0.0
CD57,c7,-0.3059,0.0
CD57,c7,-0.2694,0.0
CD57,c7,-0.2329,0.0
CD57,c7,-0.1963,0.0
CD57,c7,-0.1598,0.0
CD57,c7,-0.1233,0.0
CD57,c7,-0.0868,0.0
CD57,c7,-0.0502,0.0
CD57,c7,-0.0137,0.0
CD57,c7,0.0228,0.0
CD57,c7,0.0594,0.0
CD57,c7,0.0959,0.0
CD57,c7,0.1324,0.0
CD57,c7,0.1689,0.0
CD57,c7,0.2055,1e-05
CD57,c7,0.242,1e-05
CD57,c7,0.2785,1e-05
CD57,c7,0.3151,2e-05
CD57,c7,0.3516,2e-05
CD57,c7,0.3881,3e-05
CD57,c7,0.4247,5e-05
CD57,c7,0.4612,7e-05
CD57,c7,0.4977,9e-05
CD57,c7,0.5342,0.00013
CD57,c7,0.5708,0.00017
CD57,c7,0.6073,0.00024
CD57,c7,0.6438,0.00032
CD57,c7,0.6804,0.00043
CD57,c7,0.7169,0.00058
CD57,c7,0.7534,0.00077
CD57,c7,0.79,0.00102
CD57,c7,0.8265,0.00134
CD57,c7,0.863,0.00176
CD57,c7,0.8995,0.00229
CD57,c7,0.9361,0.00298
CD57,c7,0.9726,0.00384
CD57,c7,1.0091,0.00493
CD57,c7,1.0457,0.00629
CD57,c7,1.0822,0.00799
CD57,c7,1.1187,0.0101
CD57,c7,1.1553,0.01269
CD57,c7,1.1918,0.01586
CD57,c7,1.2283,0.01972
CD57,c7,1.2648,0.02438
CD57,c7,1.3014,0.02999
CD57,c7,1.3379,0.03669
CD57,c7,1.3744,0.04465
CD57,c7,1.411,0.05405
CD57,c7,1.4475,0.06508
CD57,c7,1.484,0.07794
CD57,c7,1.5205,0.09285
CD57,c7,1.5571,0.11002
CD57,c7,1.5936,0.12967
CD57,c7,1.6301,0.15202
CD57,c7,1.6667,0.17727
CD57,c7,1.7032,0.20561
CD57,c7,1.7397,0.23722
CD57,c7,1.7763,0.27222
CD57,c7,1.8128,0.31073
CD57,c7,1.8493,0.3528
CD57,c7,1.8858,0.39843
CD57,c7,1.9224,0.44756
CD57,c7,1.9589,0.50008
CD57,c7,1.9954,0.55579
CD57,c7,2.032,0.61442
CD57,c7,2.0685,0.67561
CD57,c7,2.105,0.73895
CD57,c7,2.1416,0.80391
CD57,c7,2.1781,0.86994
CD57,c7,2.2146,0.93638
CD57,c7,2.2511,1.00252
CD57,c7,2.2877,1.06762
CD57,c7,2.3242,1.1309
CD57,c7,2.3607,1.19155
CD57,c7,2.3973,1.24877
CD57,c7,2.4338,1.30178
CD57,c7,2.4703,1.3498
CD57,c7,2.5068,1.39215
CD57,c7,2.5434,1.42819
CD57,c7,2.5799,1.45735
CD57,c7,2.6164,1.4792
CD57,c7,2.653,1.49338
CD57,c7,2.6895,1.49967
CD57,c7,2.726,1.49797
CD57,c7,2.7626,1.48831
CD57,c7,2.7991,1.47083
CD57,c7,2.8356,1.44583
CD57,c7,2.8721,1.41368
CD57,c7,2.9087,1.37489
CD57,c7,2.9452,1.33005
CD57,c7,2.9817,1.27982
CD57,c7,3.0183,1.22493
CD57,c7,3.0548,1.16615
CD57,c7,3.0913,1.10428
CD57,c7,3.1279,1.04013
CD57,c7,3.1644,0.97449
CD57,c7,3.2009,0.90813
CD57,c7,3.2374,0.84179
CD57,c7,3.274,0.77614
CD57,c7,3.3105,0.7118
CD57,c7,3.347,0.64932
CD57,c7,3.3836,0.58917
CD57,c7,3.4201,0.53174
CD57,c7,3.4566,0.47736
CD57,c7,3.4932,0.42626
CD57,c7,3.5297,0.3786
CD57,c7,3.5662,0.33448
CD57,c7,3.6027,0.29393
CD57,c7,3.6393,0.25692
CD57,c7,3.6758,0.22338
CD57,c7,3.7123,0.19318
CD57,c7,3.7489,0.16617
CD57,c7,3.7854,0.14218
CD57,c7,3.8219,0.121
CD57,c7,3.8584,0.10243
CD57,c7,3.895,0.08625
CD57,c7,3.9315,0.07224
CD57,c7,3.968,0.06018
CD57,c7,4.0046,0.04987
CD57,c7,4.0411,0.04111
CD57,c7,4.0776,0.0337
CD57,c7,4.1142,0.02748
CD57,c7,4.1507,0.02229
CD57,c7,4.1872,0.01799
CD57,c7,4.2237,0.01443
CD57,c7,4.2603,0.01152
CD57,c7,4.2968,0.00915
CD57,c7,4.3333,0.00723
CD57,c7,4.3699,0.00568
CD57,c7,4.4064,0.00444
CD57,c7,4.4429,0.00345
CD57,c7,4.4795,0.00267
CD57,c7,4.516,0.00205
CD57,c7,4.5525,0.00157
CD57,c7,4.589,0.00119
CD57,c7,4.6256,0.0009
CD57,c7,4.6621,0.00068
CD57,c7,4.6986,0.00051
CD57,c7,4.7352,0.00038
CD57,c7,4.7717,0.00028
CD57,c7,4.8082,0.00021
CD57,c7,4.8447,0.00015
CD57,c7,4.8813,0.00011
CD57,c7,4.9178,8e-05
CD57,c7,4.9543,6e-05
CD57,c7,4.9909,4e-05
CD57,c7,5.0274,3e-05
CD57,c7,5.0639,2e-05
CD57,c7,5.1005,1e-05
CD57,c7,5.137,1e-05
CD57,c7,5.1735,1e-05
CD57,c7,5.21,1e-05
CD57,c7,5.2466,0.0
CD57,c7,5.2831,0.0
CD57,c7,5.3196,0.0
CD57,c7,5.3562,0.0
CD57,c7,5.3927,0.0
CD57,c7,5.4292,0.0
CD57,c7,5.4658,0.0
CD57,c7,5.5023,0.0
CD57,c7,5.5388,0.0
CD57,c7,5.5753,0.0
CD57,c7,5.6119,0.0
CD57,c7,5.6484,0.0
CD57,c7,5.6849,0.0
CD57,c7,5.7215,0.0
CD57,c7,5.758,0.0
CD57,c7,5.7945,0.0
CD57,c7,5.8311,0.0
CD57,c7,5.8676,0.0
CD57,c7,5.9041,0.0
CD57,c7,5.9406,0.0
CD57,c7,5.9772,0.0
CD57,c7,6.0137,0.0
CD57,c7,6.0502,0.0
CD57,c7,6.0868,0.0
CD57,c7,6.1233,0.0
CD57,c7,6.1598,0.0
CD57,c7,6.1963,0.0
CD57,c7,6.2329,0.0
CD57,c7,6.2694,0.0
CD57,c7,6.3059,0.0
CD57,c7,6.3425,0.0
CD57,c7,6.379,0.0
CD57,c7,6.4155,0.0
CD57,c7,6.4521,0.0
CD57,c7,6.4886,0.0
CD57,c7,6.5251,0.0
CD57,c7,6.5616,0.0
CD57,c7,6.5982,0.0
CD57,c7,6.6347,0.0
CD57,c7,6.6712,0.0
CD57,c7,6.7078,0.0
CD57,c7,6.7443,0.0
CD57,c7,6.7808,0.0
CD57,c7,6.8174,0.0
CD57,c7,6.8539,0.0
CD57,c7,6.8904,0.0
CD57,c7,6.9269,0.0
CD57,c7,6.9635,0.0
CD57,c7,7.0,0.0
CD57,c8,-1.0,0.0
CD57,c8,-0.9635,0.0
CD57,c8,-0.9269,0.0
CD57,c8,-0.8904,0.0
CD57,c8,-0.8539,0.0
CD57,c8,-0.8174,0.0
CD57,c8,-0.7808,0.0
CD57,c8,-0.7443,0.0
CD57,c8,-0.7078,0.0
CD57,c8,-0.6712,0.0
CD57,c8,-0.6347,0.0
CD57,c8,-0.5982,0.0
CD57,c8,-0.5616,0.0
CD57,c8,-0.5251,0.0
CD57,c8,-0.4886,0.0
CD57,c8,-0.4521,0.0
CD57,c8,-0.4155,0.0
CD57,c8,-0.379,0.0
CD57,c8,-0.3425,0.0
CD57,c8,-0.3059,0.0
CD57,c8,-0.2694,0.0
CD57,c8,-0.2329,0.0
CD57,c8,-0.1963,0.0
CD57,c8,-0.1598,0.0
CD57,c8,-0.1233,0.0
CD57,c8,-0.0868,0.0
CD57,c8,-0.0502,0.0
CD57,c8,-0.0137,0.0
CD57,c8,0.0228,0.0
CD57,c8,0.0594,0.0
CD57,c8,0.0959,0.0
CD57,c8,0.1324,0.0
CD57,c8,0.1689,0.0
CD57,c8,0.2055,0.0
CD57,c8,0.242,0.0
CD57,c8,0.2785,0.0
CD57,c8,0.3151,0.0
CD57,c8,0.3516,0.0
CD57,c8,0.3881,0.0
CD57,c8,0.4247,0.0
CD57,c8,0.4612,0.0
CD57,c8,0.4977,0.0
CD57,c8,0.5342,0.0
CD57,c8,0.5708,0.0
CD57,c8,0.6073,0.0
CD57,c8,0.6438,0.0
CD57,c8,0.6804,0.0
CD57,c8,0.7169,0.0
CD57,c8,0.7534,0.0
CD57,c8,0.79,0.0
CD57,c8,0.8265,0.0
CD57,c8,0.863,0.0
CD57,c8,0.8995,0.0
CD57,c8,0.9361,0.0
CD57,c8,0.9726,0.0
CD57,c8,1.0091,0.0
CD57,c8,1.0457,0.0
CD57,c8,1.0822,0.0
CD57,c8,1.1187,0.0
CD57,c8,1.1553,0.0
CD57,c8,1.1918,0.0
CD57,c8,1.2283,0.0
CD57,c8,1.2648,0.0
CD57,c8,1.3014,0.0
CD57,c8,1.3379,0.0
CD57,c8,1.3744,0.0
CD57,c8,1.411,0.0
CD57,c8,1.4475,0.0
CD57,c8,1.484,0.0
CD57,c8,1.5205,0.0
CD57,c8,1.5571,0.0
CD57,c8,1.5936,0.0
CD57,c8,1.6301,0.0
CD57,c8,1.6667,0.0
CD57,c8,1.7032,0.0
CD57,c8,1.7397,0.0
CD57,c8,1.7763,0.0
CD57,c8,1.8128,0.0
CD57,c8,1.8493,0.0
CD57,c8,1.8858,0.0
CD57,c8,1.9224,0.0
CD57,c8,1.9589,0.0
CD57,c8,1.9954,0.0
CD57,c8,2.032,0.0
CD57,c8,2.0685,0.0
CD57,c8,2.105,0.0
CD57,c8,2.1416,0.0
CD57,c8,2.1781,0.0
CD57,c8,2.2146,0.0
CD57,c8,2.2511,0.0
CD57,c8,2.2877,0.0
CD57,c8,2.3242,0.0
CD57,c8,2.3607,0.0
CD57,c8,2.3973,0.0
CD57,c8,2.4338,0.0
CD57,c8,2.4703,0.0
CD57,c8,2.5068,0.0
CD57,c8,2.5434,0.0
CD57,c8,2.5799,0.0
CD57,c8,2.6164,0.0
CD57,c8,2.653,0.0
CD57,c8,2.6895,0.0
CD57,c8,2.726,0.0
CD57,c8,2.7626,0.0
CD57,c8,2.7991,0.0
CD57,c8,2.8356,0.0
CD57,c8,2.8721,0.0
CD57,c8,2.9087,0.0
CD57,c8,2.9452,0.0
CD57,c8,2.9817,0.0
CD57,c8,3.0183,0.0
CD57,c8,3.0548,0.0
CD57,c8,3.0913,0.0
CD57,c8,3.1279,1e-05
CD57,c8,3.1644,1e-05
CD57,c8,3.2009,2e-05
CD57,c8,3.2374,3e-05
CD57,c8,3.274,4e-05
CD57,c8,3.3105,7e-05
CD57,c8,3.347,0.00011
CD57,c8,3.3836,0.00016
CD57,c8,3.4201,0.00024
CD57,c8,3.4566,0.00035
CD57,c8,3.4932,0.00052
CD57,c8,3.5297,0.00076
CD57,c8,3.5662,0.00109
CD57,c8,3.6027,0.00156
CD57,c8,3.6393,0.00222
CD57,c8,3.6758,0.00311
CD57,c8,3.7123,0.00433
CD57,c8,3.7489,0.00598
CD57,c8,3.7854,0.00816
CD57,c8,3.8219,0.01105
CD57,c8,3.8584,0.01481
CD57,c8,3.895,0.01968
CD57,c8,3.9315,0.02591
CD57,c8,3.968,0.0338
CD57,c8,4.0046,0.04368
CD57,c8,4.0411,0.05592
CD57,c8,4.0776,0.07095
CD57,c8,4.1142,0.08918
CD57,c8,4.1507,0.11107
CD57,c8,4.1872,0.13706
CD57,c8,4.2237,0.16757
CD57,c8,4.2603,0.20299
CD57,c8,4.2968,0.24363
CD57,c8,4.3333,0.28972
CD57,c8,4.3699,0.34137
CD57,c8,4.4064,0.39851
CD57,c8,4.4429,0.46095
CD57,c8,4.4795,0.52826
CD57,c8,4.516,0.59984
CD57,c8,4.5525,0.67485
CD57,c8,4.589,0.75225
CD57,c8,4.6256,0.83082
CD57,c8,4.6621,0.90915
CD57,c8,4.6986,0.98572
CD57,c8,4.7352,1.05891
CD57,c8,4.7717,1.12706
CD57,c8,4.8082,1.18857
CD57,c8,4.8447,1.2419
