marker,group,condition,x,density
GM-CSF,cILC1,+,3.8265,1e-05
GM-CSF,cILC1,+,3.8575,0.0
GM-CSF,cILC1,+,3.8886,0.0
GM-CSF,cILC1,+,3.9196,0.0
GM-CSF,cILC1,+,3.9507,0.0
GM-CSF,cILC1,+,3.9817,0.0
GM-CSF,cILC1,+,4.0128,0.0
GM-CSF,cILC1,+,4.0438,0.0
GM-CSF,cILC1,+,4.0749,0.0
GM-CSF,cILC1,+,4.1059,0.0
GM-CSF,cILC1,+,4.137,0.0
GM-CSF,cILC1,+,4.168,0.0
GM-CSF,cILC1,+,4.1991,0.0
GM-CSF,cILC1,+,4.2301,0.0
GM-CSF,cILC1,+,4.2612,0.0
GM-CSF,cILC1,+,4.2922,0.0
GM-CSF,cILC1,+,4.3233,0.0
GM-CSF,cILC1,+,4.3543,0.0
GM-CSF,cILC1,+,4.3854,0.0
GM-CSF,cILC1,+,4.4164,0.0
GM-CSF,cILC1,+,4.4475,0.0
GM-CSF,cILC1,+,4.4785,0.0
GM-CSF,cILC1,+,4.5096,0.0
GM-CSF,cILC1,+,4.5406,0.0
GM-CSF,cILC1,+,4.5717,0.0
GM-CSF,cILC1,+,4.6027,0.0
GM-CSF,cILC1,+,4.6338,0.0
GM-CSF,cILC1,+,4.6648,0.0
GM-CSF,cILC1,+,4.6959,0.0
GM-CSF,cILC1,+,4.7269,0.0
GM-CSF,cILC1,+,4.758,0.0
GM-CSF,cILC1,+,4.789,0.0
GM-CSF,cILC1,+,4.8201,0.0
GM-CSF,cILC1,+,4.8511,0.0
GM-CSF,cILC1,+,4.8822,0.0
GM-CSF,cILC1,+,4.9132,0.0
GM-CSF,cILC1,+,4.9443,0.0
GM-CSF,cILC1,+,4.9753,0.0
GM-CSF,cILC1,+,5.0064,0.0
GM-CSF,cILC1,+,5.0374,0.0
GM-CSF,cILC1,+,5.0685,0.0
GM-CSF,cILC1,+,5.0995,0.0
GM-CSF,cILC1,+,5.1306,0.0
GM-CSF,cILC1,+,5.1616,0.0
GM-CSF,cILC1,+,5.1927,0.0
GM-CSF,cILC1,+,5.2237,0.0
GM-CSF,cILC1,+,5.2548,0.0
GM-CSF,cILC1,+,5.2858,0.0
GM-CSF,cILC1,+,5.3169,0.0
GM-CSF,cILC1,+,5.3479,0.0
GM-CSF,cILC1,+,5.379,0.0
GM-CSF,cILC1,+,5.41,0.0
GM-CSF,cILC1,+,5.4411,0.0
GM-CSF,cILC1,+,5.4721,0.0
GM-CSF,cILC1,+,5.5032,0.0
GM-CSF,cILC1,+,5.5342,0.0
GM-CSF,cILC1,+,5.5653,0.0
GM-CSF,cILC1,+,5.5963,0.0
GM-CSF,cILC1,+,5.6274,0.0
GM-CSF,cILC1,+,5.6584,0.0
GM-CSF,cILC1,+,5.6895,0.0
GM-CSF,cILC1,+,5.7205,0.0
GM-CSF,cILC1,+,5.7516,0.0
GM-CSF,cILC1,+,5.7826,0.0
GM-CSF,cILC1,+,5.8137,0.0
GM-CSF,cILC1,+,5.8447,0.0
GM-CSF,cILC1,+,5.8758,0.0
GM-CSF,cILC1,+,5.9068,0.0
GM-CSF,cILC1,+,5.9379,0.0
GM-CSF,cILC1,+,5.9689,0.0
GM-CSF,cILC1,+,6.0,0.0
GM-CSF,cNK,−,-0.8,0.0
GM-CSF,cNK,−,-0.7689,0.0
GM-CSF,cNK,−,-0.7379,0.0
GM-CSF,cNK,−,-0.7068,0.0
GM-CSF,cNK,−,-0.6758,0.0
GM-CSF,cNK,−,-0.6447,0.0
GM-CSF,cNK,−,-0.6137,0.0
GM-CSF,cNK,−,-0.5826,0.0
GM-CSF,cNK,−,-0.5516,0.0
GM-CSF,cNK,−,-0.5205,0.0
GM-CSF,cNK,−,-0.4895,0.0
GM-CSF,cNK,−,-0.4584,0.0
GM-CSF,cNK,−,-0.4274,0.0
GM-CSF,cNK,−,-0.3963,0.0
GM-CSF,cNK,−,-0.3653,0.0
GM-CSF,cNK,−,-0.3342,0.0
GM-CSF,cNK,−,-0.3032,0.0
GM-CSF,cNK,−,-0.2721,0.0
GM-CSF,cNK,−,-0.2411,0.0
GM-CSF,cNK,−,-0.21,0.0
GM-CSF,cNK,−,-0.179,0.0
GM-CSF,cNK,−,-0.1479,0.0
GM-CSF,cNK,−,-0.1169,0.0
GM-CSF,cNK,−,-0.0858,0.0
GM-CSF,cNK,−,-0.0548,0.0
GM-CSF,cNK,−,-0.0237,0.0
GM-CSF,cNK,−,0.0073,0.0
GM-CSF,cNK,−,0.0384,0.0
GM-CSF,cNK,−,0.0694,1e-05
GM-CSF,cNK,−,0.1005,2e-05
GM-CSF,cNK,−,0.1315,3e-05
GM-CSF,cNK,−,0.1626,6e-05
GM-CSF,cNK,−,0.1936,0.0001
GM-CSF,cNK,−,0.2247,0.00018
GM-CSF,cNK,−,0.2557,0.00031
GM-CSF,cNK,−,0.2868,0.00052
GM-CSF,cNK,−,0.3178,0.00087
GM-CSF,cNK,−,0.3489,0.00143
GM-CSF,cNK,−,0.3799,0.00231
GM-CSF,cNK,−,0.411,0.00366
GM-CSF,cNK,−,0.442,0.00571
GM-CSF,cNK,−,0.4731,0.00875
GM-CSF,cNK,−,0.5041,0.01319
GM-CSF,cNK,−,0.5352,0.01955
GM-CSF,cNK,−,0.5662,0.0285
GM-CSF,cNK,−,0.5973,0.04085
GM-CSF,cNK,−,0.6283,0.0576
GM-CSF,cNK,−,0.6594,0.07986
GM-CSF,cNK,−,0.6904,0.10889
GM-CSF,cNK,−,0.7215,0.146
GM-CSF,cNK,−,0.7525,0.19251
GM-CSF,cNK,−,0.7836,0.24962
GM-CSF,cNK,−,0.8146,0.31831
GM-CSF,cNK,−,0.8457,0.39916
GM-CSF,cNK,−,0.8767,0.49223
GM-CSF,cNK,−,0.9078,0.59693
GM-CSF,cNK,−,0.9388,0.71189
GM-CSF,cNK,−,0.9699,0.8349
GM-CSF,cNK,−,1.0009,0.9629
GM-CSF,cNK,−,1.032,1.0921
GM-CSF,cNK,−,1.063,1.21807
GM-CSF,cNK,−,1.0941,1.33602
GM-CSF,cNK,−,1.1251,1.44107
GM-CSF,cNK,−,1.1562,1.52858
GM-CSF,cNK,−,1.1872,1.59449
GM-CSF,cNK,−,1.2183,1.63564
GM-CSF,cNK,−,1.2493,1.64999
GM-CSF,cNK,−,1.2804,1.63685
GM-CSF,cNK,−,1.3114,1.59685
GM-CSF,cNK,−,1.3425,1.53197
GM-CSF,cNK,−,1.3735,1.44534
GM-CSF,cNK,−,1.4046,1.34097
GM-CSF,cNK,−,1.4356,1.22348
GM-CSF,cNK,−,1.4667,1.09776
GM-CSF,cNK,−,1.4977,0.96861
GM-CSF,cNK,−,1.5288,0.84046
GM-CSF,cNK,−,1.5598,0.71717
GM-CSF,cNK,−,1.5909,0.6018
GM-CSF,cNK,−,1.6219,0.49661
GM-CSF,cNK,−,1.653,0.40301
GM-CSF,cNK,−,1.684,0.32162
GM-CSF,cNK,−,1.7151,0.2524
GM-CSF,cNK,−,1.7461,0.1948
GM-CSF,cNK,−,1.7772,0.14784
GM-CSF,cNK,−,1.8082,0.11034
GM-CSF,cNK,−,1.8393,0.08099
GM-CSF,cNK,−,1.8703,0.05846
GM-CSF,cNK,−,1.9014,0.04149
GM-CSF,cNK,−,1.9324,0.02896
GM-CSF,cNK,−,1.9635,0.01988
GM-CSF,cNK,−,1.9945,0.01342
GM-CSF,cNK,−,2.0256,0.00891
GM-CSF,cNK,−,2.0566,0.00582
GM-CSF,cNK,−,2.0877,0.00373
GM-CSF,cNK,−,2.1187,0.00236
GM-CSF,cNK,−,2.1498,0.00146
GM-CSF,cNK,−,2.1808,0.00089
GM-CSF,cNK,−,2.2119,0.00054
GM-CSF,cNK,−,2.2429,0.00032
GM-CSF,cNK,−,2.274,0.00018
GM-CSF,cNK,−,2.305,0.00011
GM-CSF,cNK,−,2.3361,6e-05
GM-CSF,cNK,−,2.3671,3e-05
GM-CSF,cNK,−,2.3982,2e-05
GM-CSF,cNK,−,2.4292,1e-05
GM-CSF,cNK,−,2.4603,0.0
GM-CSF,cNK,−,2.4913,0.0
GM-CSF,cNK,−,2.5224,0.0
GM-CSF,cNK,−,2.5534,0.0
GM-CSF,cNK,−,2.5845,0.0
GM-CSF,cNK,−,2.6155,0.0
GM-CSF,cNK,−,2.6466,0.0
GM-CSF,cNK,−,2.6776,0.0
GM-CSF,cNK,−,2.7087,0.0
GM-CSF,cNK,−,2.7397,0.0
GM-CSF,cNK,−,2.7708,0.0
GM-CSF,cNK,−,2.8018,0.0
GM-CSF,cNK,−,2.8329,0.0
GM-CSF,cNK,−,2.8639,0.0
GM-CSF,cNK,−,2.895,0.0
GM-CSF,cNK,−,2.926,0.0
GM-CSF,cNK,−,2.9571,0.0
GM-CSF,cNK,−,2.9881,0.0
GM-CSF,cNK,−,3.0192,0.0
GM-CSF,cNK,−,3.0502,0.0
GM-CSF,cNK,−,3.0813,0.0
GM-CSF,cNK,−,3.1123,0.0
GM-CSF,cNK,−,3.1434,0.0
GM-CSF,cNK,−,3.1744,0.0
GM-CSF,cNK,−,3.2055,0.0
GM-CSF,cNK,−,3.2365,0.0
GM-CSF,cNK,−,3.2676,0.0
GM-CSF,cNK,−,3.2986,0.0
GM-CSF,cNK,−,3.3297,0.0
GM-CSF,cNK,−,3.3607,0.0
GM-CSF,cNK,−,3.3918,0.0
GM-CSF,cNK,−,3.4228,0.0
GM-CSF,cNK,−,3.4539,0.0
GM-CSF,cNK,−,3.4849,0.0
GM-CSF,cNK,−,3.516,0.0
GM-CSF,cNK,−,3.547,0.0
GM-CSF,cNK,−,3.5781,0.0
GM-CSF,cNK,−,3.6091,0.0
GM-CSF,cNK,−,3.6402,0.0
GM-CSF,cNK,−,3.6712,0.0
GM-CSF,cNK,−,3.7023,0.0
GM-CSF,cNK,−,3.7333,0.0
GM-CSF,cNK,−,3.7644,0.0
GM-CSF,cNK,−,3.7954,0.0
GM-CSF,cNK,−,3.8265,0.0
GM-CSF,cNK,−,3.8575,0.0
GM-CSF,cNK,−,3.8886,0.0
GM-CSF,cNK,−,3.9196,0.0
GM-CSF,cNK,−,3.9507,0.0
GM-CSF,cNK,−,3.9817,0.0
GM-CSF,cNK,−,4.0128,0.0
GM-CSF,cNK,−,4.0438,0.0
GM-CSF,cNK,−,4.0749,0.0
GM-CSF,cNK,−,4.1059,0.0
GM-CSF,cNK,−,4.137,0.0
GM-CSF,cNK,−,4.168,0.0
GM-CSF,cNK,−,4.1991,0.0
GM-CSF,cNK,−,4.2301,0.0
GM-CSF,cNK,−,4.2612,0.0
GM-CSF,cNK,−,4.2922,0.0
GM-CSF,cNK,−,4.3233,0.0
GM-CSF,cNK,−,4.3543,0.0
GM-CSF,cNK,−,4.3854,0.0
GM-CSF,cNK,−,4.4164,0.0
GM-CSF,cNK,−,4.4475,0.0
GM-CSF,cNK,−,4.4785,0.0
GM-CSF,cNK,−,4.5096,0.0
GM-CSF,cNK,−,4.5406,0.0
GM-CSF,cNK,−,4.5717,0.0
GM-CSF,cNK,−,4.6027,0.0
GM-CSF,cNK,−,4.6338,0.0
GM-CSF,cNK,−,4.6648,0.0
GM-CSF,cNK,−,4.6959,0.0
GM-CSF,cNK,−,4.7269,0.0
GM-CSF,cNK,−,4.758,0.0
GM-CSF,cNK,−,4.789,0.0
GM-CSF,cNK,−,4.8201,0.0
GM-CSF,cNK,−,4.8511,0.0
GM-CSF,cNK,−,4.8822,0.0
GM-CSF,cNK,−,4.9132,0.0
GM-CSF,cNK,−,4.9443,0.0
GM-CSF,cNK,−,4.9753,0.0
GM-CSF,cNK,−,5.0064,0.0
GM-CSF,cNK,−,5.0374,0.0
GM-CSF,cNK,−,5.0685,0.0
GM-CSF,cNK,−,5.0995,0.0
GM-CSF,cNK,−,5.1306,0.0
GM-CSF,cNK,−,5.1616,0.0
GM-CSF,cNK,−,5.1927,0.0
GM-CSF,cNK,−,5.2237,0.0
GM-CSF,cNK,−,5.2548,0.0
GM-CSF,cNK,−,5.2858,0.0
GM-CSF,cNK,−,5.3169,0.0
GM-CSF,cNK,−,5.3479,0.0
GM-CSF,cNK,−,5.379,0.0
GM-CSF,cNK,−,5.41,0.0
GM-CSF,cNK,−,5.4411,0.0
GM-CSF,cNK,−,5.4721,0.0
GM-CSF,cNK,−,5.5032,0.0
GM-CSF,cNK,−,5.5342,0.0
GM-CSF,cNK,−,5.5653,0.0
GM-CSF,cNK,−,5.5963,0.0
GM-CSF,cNK,−,5.6274,0.0
GM-CSF,cNK,−,5.6584,0.0
GM-CSF,cNK,−,5.6895,0.0
GM-CSF,cNK,−,5.7205,0.0
GM-CSF,cNK,−,5.7516,0.0
GM-CSF,cNK,−,5.7826,0.0
GM-CSF,cNK,−,5.8137,0.0
GM-CSF,cNK,−,5.8447,0.0
GM-CSF,cNK,−,5.8758,0.0
GM-CSF,cNK,−,5.9068,0.0
GM-CSF,cNK,−,5.9379,0.0
GM-CSF,cNK,−,5.9689,0.0
GM-CSF,cNK,−,6.0,0.0
GM-CSF,cNK,+,-0.8,1e-05
GM-CSF,cNK,+,-0.7689,2e-05
GM-CSF,cNK,+,-0.7379,2e-05
GM-CSF,cNK,+,-0.7068,2e-05
GM-CSF,cNK,+,-0.6758,2e-05
GM-CSF,cNK,+,-0.6447,3e-05
GM-CSF,cNK,+,-0.6137,3e-05
GM-CSF,cNK,+,-0.5826,4e-05
GM-CSF,cNK,+,-0.5516,4e-05
GM-CSF,cNK,+,-0.5205,5e-05
GM-CSF,cNK,+,-0.4895,5e-05
GM-CSF,cNK,+,-0.4584,6e-05
GM-CSF,cNK,+,-0.4274,7e-05
GM-CSF,cNK,+,-0.3963,8e-05
GM-CSF,cNK,+,-0.3653,9e-05
GM-CSF,cNK,+,-0.3342,0.0001
GM-CSF,cNK,+,-0.3032,0.00012
GM-CSF,cNK,+,-0.2721,0.00013
GM-CSF,cNK,+,-0.2411,0.00015
GM-CSF,cNK,+,-0.21,0.00017
GM-CSF,cNK,+,-0.179,0.0002
GM-CSF,cNK,+,-0.1479,0.00022
GM-CSF,cNK,+,-0.1169,0.00025
GM-CSF,cNK,+,-0.0858,0.00028
GM-CSF,cNK,+,-0.0548,0.00032
GM-CSF,cNK,+,-0.0237,0.00035
GM-CSF,cNK,+,0.0073,0.0004
GM-CSF,cNK,+,0.0384,0.00045
GM-CSF,cNK,+,0.0694,0.0005
GM-CSF,cNK,+,0.1005,0.00056
GM-CSF,cNK,+,0.1315,0.00062
GM-CSF,cNK,+,0.1626,0.0007
GM-CSF,cNK,+,0.1936,0.00078
GM-CSF,cNK,+,0.2247,0.00087
GM-CSF,cNK,+,0.2557,0.00097
GM-CSF,cNK,+,0.2868,0.00109
GM-CSF,cNK,+,0.3178,0.00124
GM-CSF,cNK,+,0.3489,0.00141
GM-CSF,cNK,+,0.3799,0.00165
GM-CSF,cNK,+,0.411,0.002
GM-CSF,cNK,+,0.442,0.00253
GM-CSF,cNK,+,0.4731,0.00342
GM-CSF,cNK,+,0.5041,0.00492
GM-CSF,cNK,+,0.5352,0.00748
GM-CSF,cNK,+,0.5662,0.01181
GM-CSF,cNK,+,0.5973,0.019
GM-CSF,cNK,+,0.6283,0.03062
GM-CSF,cNK,+,0.6594,0.04886
GM-CSF,cNK,+,0.6904,0.07653
GM-CSF,cNK,+,0.7215,0.11707
GM-CSF,cNK,+,0.7525,0.17431
GM-CSF,cNK,+,0.7836,0.25208
GM-CSF,cNK,+,0.8146,0.3536
GM-CSF,cNK,+,0.8457,0.48074
GM-CSF,cNK,+,0.8767,0.63313
GM-CSF,cNK,+,0.9078,0.80746
GM-CSF,cNK,+,0.9388,0.99705
GM-CSF,cNK,+,0.9699,1.19191
GM-CSF,cNK,+,1.0009,1.37946
GM-CSF,cNK,+,1.032,1.54578
GM-CSF,cNK,+,1.063,1.67744
GM-CSF,cNK,+,1.0941,1.76332
GM-CSF,cNK,+,1.1251,1.79636
GM-CSF,cNK,+,1.1562,1.77465
GM-CSF,cNK,+,1.1872,1.70175
GM-CSF,cNK,+,1.2183,1.58606
GM-CSF,cNK,+,1.2493,1.43949
GM-CSF,cNK,+,1.2804,1.27566
GM-CSF,cNK,+,1.3114,1.10796
GM-CSF,cNK,+,1.3425,0.94796
GM-CSF,cNK,+,1.3735,0.80431
GM-CSF,cNK,+,1.4046,0.68222
GM-CSF,cNK,+,1.4356,0.58363
GM-CSF,cNK,+,1.4667,0.50776
GM-CSF,cNK,+,1.4977,0.45192
GM-CSF,cNK,+,1.5288,0.41235
GM-CSF,cNK,+,1.5598,0.38496
GM-CSF,cNK,+,1.5909,0.3659
GM-CSF,cNK,+,1.6219,0.35192
GM-CSF,cNK,+,1.653,0.34046
GM-CSF,cNK,+,1.684,0.32972
GM-CSF,cNK,+,1.7151,0.31853
GM-CSF,cNK,+,1.7461,0.30626
GM-CSF,cNK,+,1.7772,0.29269
GM-CSF,cNK,+,1.8082,0.27787
GM-CSF,cNK,+,1.8393,0.26202
GM-CSF,cNK,+,1.8703,0.24549
GM-CSF,cNK,+,1.9014,0.22864
GM-CSF,cNK,+,1.9324,0.21187
GM-CSF,cNK,+,1.9635,0.19553
GM-CSF,cNK,+,1.9945,0.17993
GM-CSF,cNK,+,2.0256,0.16533
GM-CSF,cNK,+,2.0566,0.15193
GM-CSF,cNK,+,2.0877,0.13986
GM-CSF,cNK,+,2.1187,0.1292
GM-CSF,cNK,+,2.1498,0.11996
GM-CSF,cNK,+,2.1808,0.11213
GM-CSF,cNK,+,2.2119,0.10563
GM-CSF,cNK,+,2.2429,0.10039
GM-CSF,cNK,+,2.274,0.09628
GM-CSF,cNK,+,2.305,0.09318
GM-CSF,cNK,+,2.3361,0.09097
GM-CSF,cNK,+,2.3671,0.0895
GM-CSF,cNK,+,2.3982,0.08868
GM-CSF,cNK,+,2.4292,0.08836
GM-CSF,cNK,+,2.4603,0.08846
GM-CSF,cNK,+,2.4913,0.08887
GM-CSF,cNK,+,2.5224,0.08952
GM-CSF,cNK,+,2.5534,0.09034
GM-CSF,cNK,+,2.5845,0.09127
GM-CSF,cNK,+,2.6155,0.09225
GM-CSF,cNK,+,2.6466,0.09326
GM-CSF,cNK,+,2.6776,0.09426
GM-CSF,cNK,+,2.7087,0.09522
GM-CSF,cNK,+,2.7397,0.09612
GM-CSF,cNK,+,2.7708,0.09696
GM-CSF,cNK,+,2.8018,0.0977
GM-CSF,cNK,+,2.8329,0.09836
GM-CSF,cNK,+,2.8639,0.09891
GM-CSF,cNK,+,2.895,0.09935
GM-CSF,cNK,+,2.926,0.09968
GM-CSF,cNK,+,2.9571,0.0999
GM-CSF,cNK,+,2.9881,0.1
GM-CSF,cNK,+,3.0192,0.09998
GM-CSF,cNK,+,3.0502,0.09985
GM-CSF,cNK,+,3.0813,0.09959
GM-CSF,cNK,+,3.1123,0.09923
GM-CSF,cNK,+,3.1434,0.09874
GM-CSF,cNK,+,3.1744,0.09814
GM-CSF,cNK,+,3.2055,0.09743
GM-CSF,cNK,+,3.2365,0.09661
GM-CSF,cNK,+,3.2676,0.09568
GM-CSF,cNK,+,3.2986,0.09464
GM-CSF,cNK,+,3.3297,0.09351
GM-CSF,cNK,+,3.3607,0.09228
GM-CSF,cNK,+,3.3918,0.09096
GM-CSF,cNK,+,3.4228,0.08955
GM-CSF,cNK,+,3.4539,0.08806
GM-CSF,cNK,+,3.4849,0.08649
GM-CSF,cNK,+,3.516,0.08485
GM-CSF,cNK,+,3.547,0.08313
GM-CSF,cNK,+,3.5781,0.08136
GM-CSF,cNK,+,3.6091,0.07953
GM-CSF,cNK,+,3.6402,0.07765
GM-CSF,cNK,+,3.6712,0.07572
GM-CSF,cNK,+,3.7023,0.07375
GM-CSF,cNK,+,3.7333,0.07175
GM-CSF,cNK,+,3.7644,0.06972
GM-CSF,cNK,+,3.7954,0.06767
GM-CSF,cNK,+,3.8265,0.0656
GM-CSF,cNK,+,3.8575,0.06351
GM-CSF,cNK,+,3.8886,0.06142
GM-CSF,cNK,+,3.9196,0.05933
GM-CSF,cNK,+,3.9507,0.05724
GM-CSF,cNK,+,3.9817,0.05516
GM-CSF,cNK,+,4.0128,0.05309
GM-CSF,cNK,+,4.0438,0.05104
GM-CSF,cNK,+,4.0749,0.04901
GM-CSF,cNK,+,4.1059,0.047
GM-CSF,cNK,+,4.137,0.04502
GM-CSF,cNK,+,4.168,0.04308
GM-CSF,cNK,+,4.1991,0.04117
GM-CSF,cNK,+,4.2301,0.03929
GM-CSF,cNK,+,4.2612,0.03746
GM-CSF,cNK,+,4.2922,0.03567
GM-CSF,cNK,+,4.3233,0.03393
GM-CSF,cNK,+,4.3543,0.03223
GM-CSF,cNK,+,4.3854,0.03058
GM-CSF,cNK,+,4.4164,0.02898
GM-CSF,cNK,+,4.4475,0.02744
GM-CSF,cNK,+,4.4785,0.02594
GM-CSF,cNK,+,4.5096,0.02449
GM-CSF,cNK,+,4.5406,0.0231
GM-CSF,cNK,+,4.5717,0.02177
GM-CSF,cNK,+,4.6027,0.02048
GM-CSF,cNK,+,4.6338,0.01925
GM-CSF,cNK,+,4.6648,0.01807
GM-CSF,cNK,+,4.6959,0.01694
GM-CSF,cNK,+,4.7269,0.01587
GM-CSF,cNK,+,4.758,0.01484
GM-CSF,cNK,+,4.789,0.01387
GM-CSF,cNK,+,4.8201,0.01294
GM-CSF,cNK,+,4.8511,0.01206
GM-CSF,cNK,+,4.8822,0.01123
GM-CSF,cNK,+,4.9132,0.01044
GM-CSF,cNK,+,4.9443,0.0097
GM-CSF,cNK,+,4.9753,0.00899
GM-CSF,cNK,+,5.0064,0.00833
GM-CSF,cNK,+,5.0374,0.00771
GM-CSF,cNK,+,5.0685,0.00713
GM-CSF,cNK,+,5.0995,0.00658
GM-CSF,cNK,+,5.1306,0.00607
GM-CSF,cNK,+,5.1616,0.00559
GM-CSF,cNK,+,5.1927,0.00514
GM-CSF,cNK,+,5.2237,0.00472
GM-CSF,cNK,+,5.2548,0.00434
GM-CSF,cNK,+,5.2858,0.00397
GM-CSF,cNK,+,5.3169,0.00364
GM-CSF,cNK,+,5.3479,0.00333
GM-CSF,cNK,+,5.379,0.00304
GM-CSF,cNK,+,5.41,0.00277
GM-CSF,cNK,+,5.4411,0.00253
GM-CSF,cNK,+,5.4721,0.0023
GM-CSF,cNK,+,5.5032,0.00209
GM-CSF,cNK,+,5.5342,0.0019
GM-CSF,cNK,+,5.5653,0.00172
GM-CSF,cNK,+,5.5963,0.00156
GM-CSF,cNK,+,5.6274,0.00141
GM-CSF,cNK,+,5.6584,0.00127
GM-CSF,cNK,+,5.6895,0.00115
GM-CSF,cNK,+,5.7205,0.00104
GM-CSF,cNK,+,5.7516,0.00093
GM-CSF,cNK,+,5.7826,0.00084
GM-CSF,cNK,+,5.8137,0.00075
GM-CSF,cNK,+,5.8447,0.00068
GM-CSF,cNK,+,5.8758,0.00061
GM-CSF,cNK,+,5.9068,0.00054
GM-CSF,cNK,+,5.9379,0.00049
GM-CSF,cNK,+,5.9689,0.00043
GM-CSF,cNK,+,6.0,0.00039
GM-CSF,CD49a-trNK,−,-0.8,0.0
GM-CSF,CD49a-trNK,−,-0.7689,0.0
GM-CSF,CD49a-trNK,−,-0.7379,0.0
GM-CSF,CD49a-trNK,−,-0.7068,0.0
GM-CSF,CD49a-trNK,−,-0.6758,0.0
GM-CSF,CD49a-trNK,−,-0.6447,0.0
GM-CSF,CD49a-trNK,−,-0.6137,0.0
GM-CSF,CD49a-trNK,−,-0.5826,0.0
GM-CSF,CD49a-trNK,−,-0.5516,0.0
GM-CSF,CD49a-trNK,−,-0.5205,0.0
GM-CSF,CD49a-trNK,−,-0.4895,0.0
GM-CSF,CD49a-trNK,−,-0.4584,0.0
GM-CSF,CD49a-trNK,−,-0.4274,0.0
GM-CSF,CD49a-trNK,−,-0.3963,0.0
GM-CSF,CD49a-trNK,−,-0.3653,0.0
GM-CSF,CD49a-trNK,−,-0.3342,0.0
GM-CSF,CD49a-trNK,−,-0.3032,0.0
GM-CSF,CD49a-trNK,−,-0.2721,0.0
GM-CSF,CD49a-trNK,−,-0.2411,0.0
GM-CSF,CD49a-trNK,−,-0.21,0.0
GM-CSF,CD49a-trNK,−,-0.179,0.0
GM-CSF,CD49a-trNK,−,-0.1479,0.0
GM-CSF,CD49a-trNK,−,-0.1169,0.0
GM-CSF,CD49a-trNK,−,-0.0858,0.0
GM-CSF,CD49a-trNK,−,-0.0548,0.0
GM-CSF,CD49a-trNK,−,-0.0237,0.0
GM-CSF,CD49a-trNK,−,0.0073,0.0
GM-CSF,CD49a-trNK,−,0.0384,0.0
GM-CSF,CD49a-trNK,−,0.0694,1e-05
GM-CSF,CD49a-trNK,−,0.1005,2e-05
GM-CSF,CD49a-trNK,−,0.1315,3e-05
GM-CSF,CD49a-trNK,−,0.1626,6e-05
GM-CSF,CD49a-trNK,−,0.1936,0.00011
GM-CSF,CD49a-trNK,−,0.2247,0.00018
GM-CSF,CD49a-trNK,−,0.2557,0.00032
GM-CSF,CD49a-trNK,−,0.2868,0.00054
GM-CSF,CD49a-trNK,−,0.3178,0.0009
GM-CSF,CD49a-trNK,−,0.3489,0.00148
GM-CSF,CD49a-trNK,−,0.3799,0.00238
GM-CSF,CD49a-trNK,−,0.411,0.00377
GM-CSF,CD49a-trNK,−,0.442,0.00588
GM-CSF,CD49a-trNK,−,0.4731,0.00901
GM-CSF,CD49a-trNK,−,0.5041,0.01358
GM-CSF,CD49a-trNK,−,0.5352,0.02014
GM-CSF,CD49a-trNK,−,0.5662,0.02936
GM-CSF,CD49a-trNK,−,0.5973,0.04209
GM-CSF,CD49a-trNK,−,0.6283,0.05934
GM-CSF,CD49a-trNK,−,0.6594,0.08228
GM-CSF,CD49a-trNK,−,0.6904,0.11219
GM-CSF,CD49a-trNK,−,0.7215,0.15042
GM-CSF,CD49a-trNK,−,0.7525,0.19834
GM-CSF,CD49a-trNK,−,0.7836,0.25719
GM-CSF,CD49a-trNK,−,0.8146,0.32795
GM-CSF,CD49a-trNK,−,0.8457,0.41125
GM-CSF,CD49a-trNK,−,0.8767,0.50715
GM-CSF,CD49a-trNK,−,0.9078,0.61502
GM-CSF,CD49a-trNK,−,0.9388,0.73347
GM-CSF,CD49a-trNK,−,0.9699,0.8602
GM-CSF,CD49a-trNK,−,1.0009,0.99208
GM-CSF,CD49a-trNK,−,1.032,1.12519
GM-CSF,CD49a-trNK,−,1.063,1.25498
GM-CSF,CD49a-trNK,−,1.0941,1.37651
GM-CSF,CD49a-trNK,−,1.1251,1.48474
GM-CSF,CD49a-trNK,−,1.1562,1.5749
GM-CSF,CD49a-trNK,−,1.1872,1.64281
GM-CSF,CD49a-trNK,−,1.2183,1.6852
GM-CSF,CD49a-trNK,−,1.2493,1.69999
GM-CSF,CD49a-trNK,−,1.2804,1.68645
GM-CSF,CD49a-trNK,−,1.3114,1.64524
GM-CSF,CD49a-trNK,−,1.3425,1.5784
GM-CSF,CD49a-trNK,−,1.3735,1.48914
GM-CSF,CD49a-trNK,−,1.4046,1.3816
GM-CSF,CD49a-trNK,−,1.4356,1.26056
GM-CSF,CD49a-trNK,−,1.4667,1.13103
GM-CSF,CD49a-trNK,−,1.4977,0.99796
GM-CSF,CD49a-trNK,−,1.5288,0.86593
GM-CSF,CD49a-trNK,−,1.5598,0.7389
GM-CSF,CD49a-trNK,−,1.5909,0.62004
GM-CSF,CD49a-trNK,−,1.6219,0.51166
GM-CSF,CD49a-trNK,−,1.653,0.41522
GM-CSF,CD49a-trNK,−,1.684,0.33136
GM-CSF,CD49a-trNK,−,1.7151,0.26005
GM-CSF,CD49a-trNK,−,1.7461,0.2007
GM-CSF,CD49a-trNK,−,1.7772,0.15232
GM-CSF,CD49a-trNK,−,1.8082,0.11369
